id,tokens,ner_tags
2689,"['In' 'view' 'of' 'these' 'results' ',' 'simultaneous' 'pancreas' '-'
 'kidney' 'transplantation' 'appears' 'to' 'be' 'the' 'treatment' 'of'
 'choice' 'for' 'Type' 'I' 'diabetic' 'patients' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2690,"['This' 'makes' 'these' 'compounds' 'attractive' 'as' 'vehicles' 'for'
 'these' 'and' 'other' 'gases' 'in' '-' 'vivo' 'and' 'in' '-' 'vitro' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2691,"['DNA' 'sequencing' 'of' 'the' 'DPM1' 'gene' 'revealed' 'an' 'open'
 'reading' 'frame' 'of' '801' 'bases' '.']",[0 0 0 0 1 2 0 0 0 0 0 0 0 0 0]
2692,"['The' 'relationship' 'between' 'primary' 'malignant' 'lymphoma' 'of'
 'the' 'thyroid' 'and' 'chronic' 'thyroiditis' 'is' 'discussed' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2693,"['Administration' 'of' 'anticoagulants' ',' 'i' '.' 'e' '.' ',' 'heparin'
 ',' 'prostaglandin' 'E1' 'and' 'ticlopidine' 'seems' 'to' 'be'
 'effective' 'in' 'alleviating' 'symptoms' 'and' 'might' 'prevent'
 'further' 'deterioration' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2694,"['Mutational' 'analysis' 'of' 'the' 'L1' 'binding' 'site' 'of' '23S'
 'rRNA' 'in' 'Escherichia' 'coli' '.']",[0 0 0 0 1 2 2 0 1 2 2 2 2 0]
2695,"['Animals' 'may' 'be' 'immunized' 'by' 'oral' 'vaccination' ',' 'but'
 'natural' 'mechanisms' 'that' 'also' 'can' 'terminate' 'outbreaks' 'are'
 'discussed' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2696,"['Prostacyclin' 'formation' ',' 'reflected' 'by' 'the' 'excretion' 'rate'
 'of' 'its' 'stable' 'metabolite' '6' '-' 'keto' '-' 'prostaglandin' 'F1'
 'alpha' ',' 'was' 'measured' 'by' 'means' 'of' 'radioimmunoassay' 'in'
 '4' '-' 'hour' 'urine' 'specimens' 'obtained' 'during' 'a' 'smoking' '-'
 'free' 'period' 'and' 'after' 'participants' 'had' 'inhaled' 'smoke'
 'from' 'four' 'high' '-' 'nicotine' 'cigarettes' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
2697,"['However' ',' 'excretion' 'of' '6' '-' 'keto' '-' 'prostaglandin' 'F1'
 'alpha' 'was' 'further' 'reduced' 'in' 'the' 'smokers' 'who' 'used'
 'oral' 'contraceptives' '(' '133' '+' '/' '-' '20' 'to' '86' '+' '/' '-'
 '9' 'ng' '/' 'gm' 'of' 'creatinine' ',' 'p' 'less' 'than' '0' '.' '05'
 ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
2698,"['The' 'in' 'vitro' 'activity' 'of' 'mecillinam' 'and' 'amoxicillin' '/'
 'clavulanic' 'acid' 'against' 'Escherichia' 'coli' 'strains' 'producing'
 'beta' '-' 'lactamases' 'of' 'the' 'TEM' '-' '1' ',' 'Oxa' '-' '1' 'and'
 'chromosomal' 'type' 'were' 'studied' 'using' 'the' 'broth' 'and' 'agar'
 'dilution' 'technique' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 1 2 2 0 1 2 2 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
2699,"['GCN4' 'encodes' 'a' 'transcriptional' 'activator' 'of' 'amino' 'acid'
 'biosynthetic' 'genes' 'in' 'Saccharomyces' 'cerevisiae' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0]
2700,"['These' 'results' 'imply' 'that' 'the' 'GCN3' 'product' 'can' 'promote'
 'either' 'repression' 'or' 'activation' 'of' 'GCN4' 'expression'
 'depending' 'on' 'amino' 'acid' 'availability' '.']",[0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
2701,"['The' 'efficacy' 'of' 'these' 'immunosuppressive' 'drugs' 'is' 'clinical'
 'proven' '.']",[0 0 0 0 0 0 0 0 0 0]
2702,"['The' 'amino' 'acid' 'sequence' 'of' 'the' 'S' '.' 'aureus' 'peptide'
 'carrying' 'the' 'phosphoryl' 'group' 'was' 'found' 'to' 'be' 'Gln' '-'
 'Val' '-' 'Val' '-' 'Ser' '-' 'Thr' '-' 'Phe' '-' 'Met' '-' 'Gly' '-'
 'Asn' '-' 'Gly' '-' 'Leu' '-' 'Ala' '-' 'Ile' '-' 'Pro' '-' 'His' '-'
 'Gly' '-' 'Thr' '-' 'Asp' '-' 'Asp' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
2703,"['These' 'mutations' 'alter' 'two' 'regions' 'of' 'GAL4' 'protein' ':'
 'the' 'DNA' 'binding' 'domain' ',' 'and' 'the' 'transcription'
 'activation' 'domain' '.']",[0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0]
2704,"['The' 'results' 'indicated' 'that' 'two' 'genes' '(' 'citA' 'and' 'citB'
 ')' 'have' 'separate' 'promoters' ',' 'and' 'the' 'location' 'of' 'the'
 'promoter' 'for' 'the' 'citB' 'gene' 'in' 'the' 'Tn3411' 'nucleotide'
 'sequence' 'was' 'different' 'from' 'that' 'in' 'pMS185' '.']",[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0]
2705,"['The' 'rci' 'gene' 'was' 'fused' 'with' 'lacZ' 'and' 'its' 'gene'
 'product' 'was' 'identified' 'by' 'Western' 'blot' 'analysis' '.']",[0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
2706,"['Structure' 'and' 'regulation' 'of' 'a' 'nuclear' 'gene' 'in'
 'Saccharomyces' 'cerevisiae' 'that' 'specifies' 'MRP13' ',' 'a' 'protein'
 'of' 'the' 'small' 'subunit' 'of' 'the' 'mitochondrial' 'ribosome' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
2707,"['After' 'a' 'survey' 'of' 'the' 'anatomical' 'and' 'physiological'
 'basis' 'of' 'operative' 'treatment' 'of' 'behaviour' 'disorders' 'by'
 'stereotactic' 'lesions' 'in' 'the' 'amygdala' 'and' 'the' 'posterior'
 'medial' 'hypothalamus' 'the' 'author' 'describes' 'his' 'own'
 'experiences' 'with' '603' 'operations' 'for' 'control' 'of'
 'conservatively' 'untreatable' 'aggressiveness' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
2708,"['Although' 'large' 'epidemiologic' 'studies' 'are' 'best' 'able' 'to'
 'identify' 'the' 'relative' 'contributions' 'of' 'specific' 'risk'
 'factors' 'while' 'controlling' 'for' 'other' 'risk' 'factors' ',' 'new'
 'studies' 'need' 'to' 'focus' 'on' 'important' 'unresolved' 'questions'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2709,"['The' 'amino' 'acid' 'sequences' 'of' 'the' 'yeast' 'and' 'mammalian'
 'mitochondrial' 'targeting' 'sequences' 'are' 'similar' 'but' 'less'
 'related' 'than' 'the' 'mature' 'polypeptides' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2710,"['During' 'insulin' 'infusion' ',' 'a' '20' '%' 'dextrose' 'solution'
 'was' 'infused' 'by' 'a' 'Biostator' 'in' 'order' 'to' 'maintain' 'the'
 'patient' ""'"" 's' 'glycemia' 'at' '90' 'mg' '/' 'dl' '.']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2711,"['Amounts' 'of' 'glucose' 'infused' 'during' 'the' 'last' '20' 'min' 'of'
 'each' '2' 'hour' 'insulin' 'infusion' 'were' '(' 'at' '1' 'and' '10' 'm'
 '/' 'kg' '/' 'min' 'respectively' ')' ':' 'before' 'treatment' '(' 'K'
 '+' '=' '2' '.' '7' 'mmol' '/' 'l' ')' ':' '2' '.' '4' 'and' '8' '.' '4'
 'mg' '/' 'kg' '/' 'min' ';' 'after' 'spironolactone' '(' 'K' '+' '=' '3'
 '.' '9' 'mmol' '/' 'l' ')' ':' '3' '.' '3' 'and' '15' '.' '4' 'mg' '/'
 'kg' '/' 'min' ';' 'after' 'indomethacine' '(' 'K' '+' '=' '3' '.' '7'
 'mmol' '/' 'l' ')' ':' '5' 'and' '19' 'mg' '/' 'kg' '/' 'min' 'after'
 'stopping' 'drugs' '(' 'K' '+' '=' '2' '.' '9' 'mmol' '/' 'l' ')' ':' '2'
 '.' '5' 'and' '5' '.' '3' 'mg' '/' 'kg' '/' 'min' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
2712,"['Mycobacterium' 'avium' '-' 'intracellulare' 'complex' 'infections' 'in'
 'the' 'acquired' 'immunodeficiency' 'syndrome' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
2713,"['Recurrence' 'of' 'oxalate' 'deposition' 'in' 'a' 'renal' 'transplant'
 'during' 'ciclosporin' 'A' 'therapy' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
2714,"['The' 'bile' 'acid' 'sequestrants' '(' 'cholestyramine' 'and'
 'colestipol' ')' ',' 'nicotinic' 'acid' ',' 'fenofibrate' 'and'
 'inhibitors' 'of' 'hydroxymethylglutaryl' 'coenzyme' 'A' '(' 'HMG' 'CoA'
 ')' 'reductase' '(' 'e' '.' 'g' '.' 'lovastatin' 'or' 'simvastatin' ')'
 'are' 'the' 'most' 'effective' 'drugs' 'for' 'use' 'in' 'patients' 'with'
 'primary' 'hypercholesterolaemia' ';' 'these' 'agents' 'reduce' 'plasma'
 'concentrations' 'of' 'total' 'and' 'LDL' '-' 'cholesterol' 'by' '15'
 'to' '45' '%' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0]"
2715,"['Finally' ',' 'the' 'pathophysiological' 'aspects' 'of' 'urinary'
 'acidification' 'are' 'discussed' ',' 'focusing' 'on' 'renal' 'tubular'
 'acidosis' 'models' '(' 'induced' 'by' 'maleate' 'and' 'amphotericin' 'B'
 'treatment' ')' 'and' 'their' 'cellular' 'mechanisms' ',' 'as' 'well'
 'as' 'the' 'role' 'of' 'adrenal' 'steroids' 'in' 'urinary'
 'acidification' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
2716,"['Analysis' 'in' '3' 'groups' 'of' 'patients' 'suffering' 'from' 'simple'
 'acute' 'and' 'pernicious' 'malarial' 'flare' '-' 'ups']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2717,"['Statement' 'on' 'the' 'development' 'of' 'guidelines' 'for' 'the'
 'prevention' 'of' 'AIDS' 'transmission' 'in' 'the' 'workplace' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2718,"['Modifications' 'of' 'the' 'involuntary' 'postcontraction' 'in'
 'diseased' 'people' '.']",[0 0 0 0 0 0 0 0 0]
2719,"['Cocaine' '-' 'treated' 'rats' 'acquired' 'a' 'preference' 'for'
 'cocaine' '-' 'associated' 'contextual' 'stimuli' '(' 'CS' ')' 'relative'
 'to' 'saline' '-' 'injected' 'control' 'rats' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2720,"['Under' 'these' 'schedules' ',' 'a' 'reinforced' 'response' 'run'
 'consisted' 'of' 'responding' 'between' 'eight' 'and' '12' 'times' 'on'
 'one' 'response' 'key' '(' 'work' 'key' ')' 'and' 'then' 'responding'
 'once' 'on' 'a' 'second' 'response' 'key' '(' 'reinforced' 'key' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
2721,"['Intravenous' 'glucose' 'tolerance' 'tests' 'were' 'performed' 'before'
 'operation' ',' 'before' 'starting' 'CyA' 'and' 'after' '3' 'weeks' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2722,"['The' 'effects' 'of' 'glutaraldehyde' 'on' 'dimensions' 'and'
 'ultrastructure' 'of' 'microvascular' 'beds' 'in' 'rat' 'mesentery'
 'were' 'studied' 'in' 'two' 'kinds' 'of' 'experiment' ',' 'administering'
 'the' 'fixative' 'by' 'intra' '-' 'arterial' 'perfusion' 'at' 'a'
 'pressure' 'of' '80' 'mm' 'Hg' 'and' 'by' 'superfusion' 'of' 'the'
 'exteriorized' 'mesenteric' 'membrane' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
2723,"['This' 'gave' 'rise' 'to' 'RNA' 'molecules' 'with' '3' ""'"" '-'
 'untranslated' 'regions' 'of' 'roughly' '375' ',' '655' ',' 'and' '945'
 'base' 'pairs' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2724,"['Also' ',' 'the' 'BALB' '/' 'c' 'gene' 'contains' 'a' 'single'
 'substitution' 'in' 'a' 'conserved' 'octamer' 'sequence' 'approximately'
 'equal' 'to' '100' 'nucleotides' 'upstream' 'of' 'the' 'coding' 'region'
 ',' 'which' 'could' 'affect' 'its' 'expression' '.']",[0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2725,"['Our' 'data' 'suggest' 'that' 'it' 'may' 'be' 'possible' 'to'
 'individualize' 'hCG' 'administration' 'at' 'midcycle' 'by' 'determining'
 'the' 'number' 'of' 'follicles' 'greater' 'than' '1' 'cm' 'by'
 'ultrasound' 'on' 'cycle' 'day' '12' 'or' '13' 'and' 'giving' 'hCG'
 'when' 'serum' 'E2' 'levels' 'reach' '1100' 'to' '1200' 'pmol' '/' 'l'
 'per' 'follicle' '.']","[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
2726,"['Within' 'Stage' 'IA' ',' '141' 'patients' 'had' 'well' 'differentiated'
 'tumor' '(' 'G1' ')' ',' '20' 'had' 'moderately' 'well' 'differentiated'
 'tumor' '(' 'G2' ')' ',' 'and' '12' 'patients' 'had' 'poorly'
 'differentiated' '(' 'G3' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2727,"['Mechanism' 'of' 'the' 't' '(' '14' ';' '18' ')' 'chromosomal'
 'translocation' ':' 'structural' 'analysis' 'of' 'both' 'derivative' '14'
 'and' '18' 'reciprocal' 'partners' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2728,"['After' 'age' '30' ',' 'mean' 'hemoglobin' 'levels' 'for' 'men'
 'gradually' 'declined' ',' 'while' 'those' 'in' 'women' 'rose' ',' 'so'
 'that' 'the' 'sex' 'difference' 'diminished' 'after' '60' 'years' 'of'
 'age' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2729,"['Ritanserin' 'is' 'a' 'new' 'substance' 'with' 'highly' 'selective'
 'blocking' 'activity' 'on' 'S2' 'receptors' 'for' '5' '-' 'HT' 'in' 'the'
 'central' 'nervous' 'system' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0]
2730,"['Ethylene' 'glycol' 'and' 'diethylene' 'glycol' 'were' 'each'
 'administered' 'once' 'weekly' 'subcutaneously' 'to' 'groups' 'of' '100'
 'female' 'NMRI' 'mice' 'at' '3' 'dosages' '(' '30' ';' '10' 'und' '3'
 'mg' 'single' 'dose' 'per' 'mouse' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2731,"['Research' 'on' 'ethylene' 'glycol' 'and' 'diethylene' 'glycol' 'for'
 'carcinogenic' 'effects']",[0 0 0 0 0 0 0 0 0 0]
2732,"['The' 'results' 'suggest' 'that' 'the' 'greater' 'estrogenic' 'influence'
 'associated' 'with' 'the' 'ethinyl' 'estradiol' '-' 'containing' 'OC'
 'resulted' 'in' 'inhibition' 'of' 'coronary' 'artery' 'atherosclerosis'
 'despite' 'a' 'pronounced' 'progestin' '-' 'induced' 'lowering' 'of'
 'plasma' 'HDL' 'cholesterol' 'concentration' 'and' ',' 'further' ','
 'that' 'hormonal' 'balance' 'may' 'have' 'a' 'marked' 'influence' 'on'
 'the' 'relationship' 'between' 'plasma' 'lipids' 'and' 'atherogenesis'
 '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
2733,"['During' 'BH' 'the' 'ventilator' 'was' 'disconnected' 'and' 'a' 'bias'
 'flow' 'of' '50' '%' 'O2' 'at' '4' '-' '5' 'l' '/' 'min' 'was'
 'delivered' 'through' 'the' 'side' 'ports' 'of' 'a' 'small' 'catheter'
 'whose' 'tip' 'was' 'positioned' '1' 'cm' 'cephalad' 'of' 'the' 'carina'
 '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
2734,"['Comparison' 'of' 'beta' '2' '-' 'microglobulin' 'removal' 'using' 'the'
 'same' 'polysulphone' 'membrane' 'for' 'haemodialysis' 'and'
 'haemofiltration' 'shows' 'that' 'beta' '2' '-' 'microglobulin' 'is'
 'more' 'effectively' 'removed' 'by' 'convection' 'than' 'by' 'diffusion'
 'when' 'both' 'treatment' 'modes' 'are' 'matched' 'for' 'blood' 'flow'
 'and' 'urea' 'clearance' '.']","[0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
2735,"['40' '.' '3' '+' '/' '-' '10' '.' '1' 'mg' '/' 'l' '(' 'SD' ')' 'vs' '31'
 '.' '2' '+' '/' '-' '8' '.' '0' ',' 'P' 'less' 'than' '0' '.' '01' ')'
 '.' 'beta' '2m' 'was' 'not' 'significantly' 'higher' 'in' 'patients'
 'with' 'bone' 'cysts' '(' '37' '.' '7' '+' '/' '-' '11' '.' '4' 'mg' '/'
 'l' 'vs' '37' '.' '0' '+' '/' '-' '10' '.' '0' ')' ',' 'but' 'median'
 'duration' 'of' 'dialysis' 'was' 'significantly' '(' 'P' 'less' 'than'
 '0' '.' '01' ')' 'longer' 'in' 'patients' 'with' 'bone' 'cysts' '(' '90'
 'vs' '57' 'months' ')' '.' 'beta' '2m' 'was' 'lower' 'in' 'patients'
 'maintained' 'on' 'dialysis' 'for' 'less' 'than' '1' 'year' 'and' 'whose'
 'residual' 'urine' 'volume' 'was' 'greater' 'than' '0' '.' '1' 'litre'
 'per' 'day' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
2736,"['The' 'mean' 'percentage' 'of' 'linoleic' 'acid' 'in' 'the'
 'triglycerides' 'of' 'the' 'subcutaneous' 'adipose' 'tissue' '(' 'PLASAT'
 ')' 'of' 'these' 'subjects' 'was' 'substantially' 'higher' 'than' 'that'
 'in' 'a' 'similar' 'group' 'examined' 'in' '1975' '-' '1976' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2737,"['In' 'overdoses' 'up' 'to' '2' 'g' 'fluvoxamine' 'no' 'lasting' 'toxic'
 'effects' 'were' 'observed' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2738,"['It' 'is' 'concluded' 'that' 'the' 'plasma' 'prolactin' 'response' 'to'
 '12' '.' '5' 'micrograms' 'i' '.' 'v' '.']",[0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0]
2739,"['The' 'remaining' 'six' 'patients' 'had' 'slightly' 'decreased' '(' 'n'
 '=' '3' ')' 'or' 'normal' '(' 'n' '=' '3' ')' 'seminal' 'parameters' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2740,"['In' 'addition' ',' 'a' 'wild' '-' 'type' 'strain' 'containing' 'a'
 'temperature' '-' 'sensitive' 'threonyl' '-' 'tRNA' 'synthetase'
 'mutation' 'showed' 'increased' 'thr' 'operon' 'expression' 'at' 'the'
 'non' '-' 'permissive' 'temperature' ',' 'whereas' 'none' 'of' 'the'
 'mutants' 'showed' 'any' 'change' '.']","[0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
2741,"['Significant' 'treatment' '-' 'related' 'problems' 'appeared' 'during'
 'the' 'second' 'decade' 'in' '5' 'patients' ',' 'including' 'one' 'chest'
 'wall' 'sarcoma' ';' 'all' 'of' 'these' 'patients' 'had' 'received' 'at'
 'least' '60' 'Gy' 'to' 'breast' 'and' 'regional' 'nodal' 'areas' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2742,"['Of' '7' 'patients' 'treated' 'with' 'cyclophosphamide' ','
 'hexamethylmelamine' ',' 'adriamycin' 'and' 'cisplatin' '(' 'CHAP' '-'
 '5' ')' ',' '6' 'had' 'measurable' 'disease' ',' 'of' 'whom' '5'
 'yielded' 'a' 'response' '(' '2' 'complete' 'responses' 'for' '19' '+'
 'and' '40' 'months' 'and' '3' 'partial' 'responses' 'for' '4' ',' '7'
 'and' '8' 'months' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
2743,"['Isolation' 'and' 'characterization' 'of' 'a' 'vinculin' 'cDNA' 'from'
 'chick' '-' 'embryo' 'fibroblasts' '.']",[0 0 0 0 0 1 2 2 2 2 2 2 0]
2744,"['A' 'complementary' 'study' ',' 'showing' 'a' 'good' 'agreement'
 'between' 'surface' 'and' 'oesophageal' 'EMGd' 'seems' 'to' 'confirm'
 'that' 'surface' 'EMGd' 'is' 'a' 'useful' 'and' 'promising' 'tool' 'for'
 'clinical' 'investigation' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2745,"['No' 'differences' 'in' 'fixation' 'quality' 'were' 'observed' 'between'
 'cochleas' 'fixed' 'by' 'intravascular' 'perfusion' 'and' 'cochleas'
 'fixed' 'by' 'intralabyrinthine' 'perfusion' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2746,"['The' 'DNA' 'sequence' 'encodes' 'a' 'protein' 'of' '1520' 'amino'
 'acids' 'with' 'sequence' 'homology' 'to' 'the' 'human' 'c' '-' 'abl'
 'proto' '-' 'oncogene' 'product' ',' 'beginning' 'at' 'the' 'amino'
 'terminus' 'and' 'extending' '656' 'amino' 'acids' 'through' 'the'
 'region' 'essential' 'for' 'tyrosine' 'kinase' 'activity' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 2 0 0]"
2747,"['The' 'requirement' 'of' 'different' 'essential' 'fatty' 'acids' 'in'
 'patients' 'with' 'total' 'parenteral' 'nutrition' 'after' 'heavy'
 'injury' 'is' 'of' 'special' 'interest' 'with' 'respect' 'to' 'the'
 'development' 'and' 'prognosis' 'of' 'shock' ',' 'sepsis' 'or' 'adult'
 'respiratory' 'distress' 'syndrome' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2748,"['The' 'Drosophila' 'melanogaster' 'Gart' 'gene' 'encodes' 'three'
 'enzymatic' 'activities' 'in' 'the' 'pathway' 'for' 'purine' 'de' 'novo'
 'synthesis' '.']",[0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0]
2749,"['The' 'role' 'of' 'neuroplasticity' 'in' 'the' 'response' 'to' 'drugs'
 '.']",[0 0 0 0 0 0 0 0 0 0]
2750,['Biol' '.'],[0 0]
2751,"['The' 'heart' 'rate' ',' 'respiratory' 'rate' ',' 'arterial' 'O2' 'and'
 'systemic' 'vascular' 'resistance' 'were' 'not' 'significantly' 'altered'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2752,"['Human' 'rIL' '-' '3' 'expressed' 'in' 'COS7' 'cells' 'has'
 'multipotential' 'CSF' 'activity' 'in' 'semisolid' 'cultures' 'of' 'bone'
 'marrow' 'cells' ',' 'and' 'selectively' 'induced' 'the' 'proliferation'
 'of' 'My' '-' '10' '+' 'marrow' 'or' 'cord' 'blood' 'cells' 'in' 'liquid'
 'cultures' '.']","[1 2 2 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
